id,yr,gr_id,flag_id,fleet_id,ez_id,days,skj_c,yft_c,bet_c,days_arch,skj_arch_c,yft_arch_c,bet_arch_c,alb_c,bum_c,blm_c,mls_c,swo_c
6599,2010,G,JP,,I6,0,315,22,2,0,0,0,0,24,94,0,899,483
6600,2010,G,VN,,VN,0,11866,942,646,0,0,0,0,0,0,0,0,0
6601,2010,H,ID,,ID,0,0,10692,218,0,0,2191.32099,44.67901008,0,80,7,0,4
6602,2010,H,PH,,PH,0,131,11314,284,0,6.2094,536.2836,13.4616,102,396,113,0,16
6603,2010,H,US,HW,HW,0,7,265,340,0,0,0,0,53,2,0,0,3
6604,2010,K,PH,,PH,0,25200,43400,1400,0,25200,43400,1400,0,0,0,0,0
6605,2010,L,AU,AU,AU,5843.661,3.97994988,1353.370492,456.8439668,0,0,0,0,744.6617849,13,15,244.0568764,903.3081884
6606,2010,L,AU,AU,I7,34.285,0.02005012,5.45206338,1.01651268,0,0,0,0,0.24085105,0,0,2.00730972,21.3587196
6607,2010,L,AU,AU,NF,17.653,0,0.17744463,0.13952054,0,0,0,0,0.09736405,0,0,0.93581384,17.33309202
6608,2010,L,BZ,,I4,79.375,0,14,44.5,0,0,0,0,5,14.5,0,1.5,3.5
6609,2010,L,BZ,,I5,79.375,0,14,44.5,0,0,0,0,5,14.5,0,1.5,3.5
6610,2010,L,BZ,,SB,0,0,0,0,0,0,0,0,0,0,0,0,0
6611,2010,L,CK,,CK,2228.301,120.7229466,157.1020109,256.3875126,0,0,0,0,2229.113818,35.57549702,17.19305231,23.78851176,73.09960398
6612,2010,L,CK,,H4,4.648,0,0.09520704,1.46735853,0,0,0,0,0.07957132,0.34016655,0,0,0.14599026
6613,2010,L,CK,,I2,20.235,0,2.28494784,6.03363299,0,0,0,0,0.53264809,0,0.21640088,0.18015672,0.218985
6614,2010,L,CK,,I7,7.073,0.15184172,0.01378944,0,0,0,0,0,0.15596851,0,0,0,0.20438574
6615,2010,L,CK,,I8,7.255,0,0.23965632,0.1310133,0,0,0,0,3.68397766,0.04436955,0,0,0.07299474
6616,2010,L,CK,,I9,33.696,0,0.87917952,4.44225045,0,0,0,0,45.1276481,1.27192667,0.20558095,0,0.60829158
6617,2010,L,CK,,NU,135.958,3.12521292,3.88703808,6.39348732,0,0,0,0,99.14370825,0.75428235,0,0,1.02192948
6618,2010,L,CK,,TV,181.093,0,26.06351232,43.50889169,0,0,0,0,35.10493283,4.8436748,1.38496586,0.03133152,2.01952764
6619,2010,L,CK,,VU,28.233,0,1.43465856,0.63585632,0,0,0,0,10.05772762,0.17008306,0,0,0.60829158
6620,2010,L,CN,,FJ,202.902,0.075,16.54,2.536,0,0.000572925,0.126349024,0.019372498,153.067,1.145,0.06,0.23,1.205
6621,2010,L,CN,,FM,1004.661,0,95.468,226.025,0,0,0,0,10.712,63.551,0.646,0.183,7.357
6622,2010,L,CN,,GL,114.256,0,11.926,42.037,0,0,0,0,2.063,4.41,0.872,0.237,1.222
6623,2010,L,CN,,H4,43.338,0,10.982,27.252,0,0,0,0,4.339,0.036,0.747,0.574,2.151
6624,2010,L,CN,,H5,251.165,0,57.672,117.277,0,0,0,0,25.087,7.196,5.287,0.946,8.224
6625,2010,L,CN,,I2,96.526,0.08,45.962,15.755,0,0,0,0,8.13,3.365,0,0.03,0.179
6626,2010,L,CN,,I3,118.195,0,9.287,28.064,0,0,0,0,4.205,6.898,0.048,0,0.419
6627,2010,L,CN,,I4,13564.11,0,395.8580129,4663.7795,0,0,0,0,0,445.9910067,0,75.91700197,617.3705305
6628,2010,L,CN,,I5,13564.11,0,395.8580129,4663.7795,0,0,0,0,0,445.9910067,0,75.91700197,617.3705305
6629,2010,L,CN,,I7,2088.473,0,0,0,0,0,0,0,11308.28787,0,0,0,0
6630,2010,L,CN,,I8,178.278,1.391,20.706,1.453,0,0,0,0,121.769,1.182,0.09,0.19,0.654
6631,2010,L,CN,,LN,4227.455,0,729.218,2796.301,0,0,0,0,378.265,105.999,87.58,38.934,230.573
6632,2010,L,CN,,MH,4476.65,0.01,577.339,1247.743,0,0,0,0,80.617,223.219,3.119,0.913,26.347
6633,2010,L,CN,,PG,1.97,0,0.141,0.021,0,0,0,0,0.08,0.05,0,0.06,0
6634,2010,L,CN,,PX,177.293,0,59.071,72.476,0,0,0,0,18.251,7.073,6.549,0.263,6.344
6635,2010,L,CN,,SB,88.647,0.999,9.18,1.475,0,0,0,0,68.963,0.885,0.43,0.51,0.43
6636,2010,L,CN,,TV,0.985,0,0,0.117,0,0,0,0,0,0,0,0,0.073
6637,2010,L,CN,,VU,1216.428,20.177,140.792,17.909,0,0.060498814,0.422151409,0.053698432,841.164,17.009,0.995,2.096,6.081
6638,2010,L,ES,,I7,702,1,3,15,0,0,0,0,13,5,0,25,994
6639,2010,L,FJ,,CK,193.522,0.06044888,79.36368006,47.16646704,0,0,0,0,139.6297962,7.1576347,0.22005552,0.1402572,1.0617075
6640,2010,L,FJ,,FJ,10889.608,59.74371096,1878.245556,352.0401261,0,6.162358661,193.7345803,36.31173032,6251.049406,76.46554625,26.70077664,32.0473248,68.4674559
6641,2010,L,FJ,,H4,14.371,0.0380608,1.98503978,5.81328748,0,0,0,0,1.047789,0,0.79464576,0.028624,0.2366865
6642,2010,L,FJ,,I2,119.626,2.95528128,48.24607584,14.44392796,0,0,0,0,24.936453,1.00798712,2.24130864,0.0858716,0.5198652
6643,2010,L,FJ,,I4,2.287,0,0.4502761,0.09973656,0,0,0,0,1.3341384,0,0,0,0.0126792
6644,2010,L,FJ,,I7,771.242,13.746538,15.41357148,11.50689001,0,0,0,0,924.5640175,1.48331371,0.68461776,1.0218736,4.3989858
6645,2010,L,FJ,,I8,506.257,21.30041816,57.4292624,5.39629013,0,0,0,0,372.1428259,3.17469771,3.71853456,0.7270472,2.7751482
6646,2010,L,FJ,,I9,12.095,0.04477768,0.101478,0.76275507,0,0,0,0,5.09849964,0.30517006,0,0,0.0253593
6647,2010,L,FJ,,MA,17.249,0,3.76842456,0.10923913,0,0,0,0,13.74116292,0,0.01358352,0.0477064,0.0507186
6648,2010,L,FJ,,SB,98.823,1.67913792,16.10484482,3.19920755,0,0,0,0,92.04435468,1.11895877,0.6248496,0.162202,0.1606086
6649,2010,L,FJ,,TV,589.755,9.82855104,264.0868676,72.91210927,0,0,0,0,182.8286795,9.28365512,8.3627976,0.1431196,2.7387999
6650,2010,L,FJ,,VU,1956.301,42.60307528,236.8048976,25.54996906,0,0.102721583,0.570967559,0.061604315,1243.582785,13.00303656,4.63882944,5.5959736,9.5519862
6651,2010,L,FM,,FM,2340.557,0.68162693,257.271752,534.8451158,0,0,0,0,10.76616984,131.3311368,8.85701135,1,10.55067046
6652,2010,L,FM,,GL,3.307,0,0.3174666,0.58296714,0,0,0,0,0,0,0.08468853,0,0
6653,2010,L,FM,,I2,80.905,0.02805049,8.7302594,14.67051978,0,0,0,0,1.05787099,3.37600175,0.02822951,0,0.13719992
6654,2010,L,FM,,I3,73.216,0,6.7028692,18.97436835,0,0,0,0,1.63908807,6.147053,1.1432955,0,0.62311612
6655,2010,L,FM,,I4,178.581,0.11640954,15.9914298,43.29631215,0,0,0,0,2.77420338,12.0013905,2.68180414,0,1.24623224
6656,2010,L,FM,,MH,1832.261,0.17391304,225.986223,500.6307167,0,0,0,0,36.76266825,122.1444208,10.20497074,0,9.44278148
6657,2010,L,ID,,ID,33281.25,0,23245,3380,0,0,9920.485821,1442.514178,0,1163,348,227,640
6658,2010,L,JP,CS,CN,0.877,0,0.270015,0,0,0,0,0,0,0,0,0.24300224,0
6659,2010,L,JP,CS,I1,1694.494,0,468.0060266,666.0909675,0,0,0,0,3.06604424,92.621998,1.26699997,0.8050016,24.53400174
6660,2010,L,JP,CS,I3,3600.697,0,602.2389857,449.92004,0,0,0,0,2481.601022,338.7449957,1.26199993,16.84200128,119.066
6661,2010,L,JP,CS,I6,31286.37,0,4063.916024,6078.390009,0,0,0,0,13299.99008,1059.335005,10.04100002,723.4690029,992.0170046
6662,2010,L,JP,CS,JP,3915.636,0,957.5890092,1248.854032,0,0,0,0,609.9480003,231.4669986,5.27099994,14.6370016,121.742995
6663,2010,L,JP,DW,FM,2137.335,0.07600006,645.5959619,684.9470342,0,0,0,0,34.55203125,134.7489988,1.39100005,1.701999,18.86599604
6664,2010,L,JP,DW,GL,348.246,0.34399984,125.1119466,114.6030108,0,0,0,0,18.51499375,37.53700461,0.426,0.84099925,7.51099982
6665,2010,L,JP,DW,H5,592.908,0,516.3693583,423.8506157,0,0,0,0,22.54236875,26.80961328,0.3614468,3.42298775,22.53129174
6666,2010,L,JP,DW,I1,159.336,0,238.707073,70.19398595,0,0,0,0,0.19270625,20.93678928,0.11197765,0.05377775,1.28997916
6667,2010,L,JP,DW,I2,1208.17,0,1452.776106,446.6748827,0,0,0,0,53.60526875,118.7049703,4.42099321,2.7531205,11.98323388
6668,2010,L,JP,DW,I3,1402.449,0,1044.798805,208.1023333,0,0,0,0,1192.127613,183.887607,0.4167274,9.871485,20.6497909
6669,2010,L,JP,DW,I4,2130.579,0,804.4977933,1841.102629,0,0,0,0,50.90174375,259.768643,0.94968464,13.56569175,65.66655056
6670,2010,L,JP,DW,I5,206.465,0,57.31733094,165.087172,0,0,0,0,2.2506,18.96809103,0,2.5298325,14.53375436
6671,2010,L,JP,DW,I6,10533.99,0,551.7992454,2554.360304,0,0,0,0,2850.77595,131.168093,1.68108333,100.439196,3636.269136
6672,2010,L,JP,DW,I7,2055.548,0,195.9132331,354.5949619,0,0,0,0,823.44075,11.96119953,10.24808675,167.0039118,168.029239
6673,2010,L,JP,DW,ID,4,0,0.23899119,0.84397093,0,0,0,0,0,0.09999828,0,0,0.08502006
6674,2010,L,JP,DW,LN,52.95,0,27.02897763,26.44903954,0,0,0,0,0,5.10699573,0,3.8030005,1.76598578
6675,2010,L,JP,DW,MH,805.446,0,281.6850497,468.152034,0,0,0,0,106.846025,99.5850072,2.201,5.10600025,8.55498598
6676,2010,L,JP,DW,NR,99.79,0,46.74498894,40.15004059,0,0,0,0,0.03801875,4.67899794,0.2520003,0.44600075,0.69898606
6677,2010,L,JP,DW,PW,2271.745,0,249.9640386,450.6330363,0,0,0,0,4.46703125,43.40500614,3.09000023,0.53000025,44.21701812
6678,2010,L,JP,DW,PX,71.278,0,26.02905912,43.50601321,0,0,0,0,0.546975,6.66700038,0.12100033,0.60800025,0.48901782
6679,2010,L,JP,DW,SB,5467.056,0,4998.184975,659.9700309,0,0,0,0,1471.396988,266.5960012,43.20300016,10.619999,37.31900846
6680,2010,L,JP,DW,TV,692.419,0,458.236949,103.7789906,0,0,0,0,242.8010063,60.36999768,2.12599986,1.704001,5.54000632
6681,2010,L,KI,,KI,91.25,0,4,3,0,0,0,0,66,0,0,0,0
6682,2010,L,KR,,FJ,22.903,0.19,1.01,0.12,0,0,0,0,10.98,0.405,0,0.08,0.51
6683,2010,L,KR,,GL,2613.882,0.449,813.275,1049.511,0,3.61043E-05,0.065395768,0.084391599,64.826,165.061,14.452,8.936,58.289
6684,2010,L,KR,,H4,238.984,0,84.953,72.502,0,0,0,0,31.981,28.632,2.114,0.682,3.978
6685,2010,L,KR,,H5,292.755,0.391,90.842,130.46,0,0,0,0,68.009,14.756,6.734,0.707,7.183
6686,2010,L,KR,,I2,338.56,0,144.783,85.447,0,0,0,0,11.855,27.782,1.276,0.743,4.233
6687,2010,L,KR,,I3,1.992,0,0.09,0.766,0,0,0,0,0,0.348,0,0.045,0
6688,2010,L,KR,,I4,10006.052,1.2245,2246.779462,5230.08507,0,0,0,0,309.9470134,448.560508,234.2340058,0,262.8925039
6689,2010,L,KR,,I5,10006.052,1.2245,2246.779462,5230.08507,0,0,0,0,309.9470134,448.560508,234.2340058,0,262.8925039
6690,2010,L,KR,,LN,1783.414,0.21,344.857,954.289,0,0,0,0,29.795,57.347,13.591,10.662,101.734
6691,2010,L,KR,,PX,1720.681,2.028,710.509,594.738,0,0,0,0,264.765,178.157,22.208,5.403,47.766
6692,2010,L,KR,,SB,470.001,0,302.161,80.439,0,0,0,0,33.531,55.148,9.223,0.958,8.18
6693,2010,L,KR,,TV,1652.969,0.283,657.961,485.558,0,0,0,0,201.364,170.243,40.934,4.47,28.342
6694,2010,L,MH,,I3,22.833,0,1.98599895,7.88222084,0,0,0,0,0.61894807,1.4516372,0,0,0
6695,2010,L,MH,,I4,127.807,0,10.64031696,35.62827494,0,0,0,0,2.31776283,10.94612948,0,0,0.31301785
6696,2010,L,MH,,MH,815.527,0,104.3736841,213.4895017,0,0,0,0,14.0632891,39.60223332,0,0,4.68698215
6697,2010,L,NC,,I7,4.546,0,0,0.1129062,0,0,0,0,6.9090448,0,0,0,0
6698,2010,L,NC,,NC,2635.082,0,505,43.8870938,0,0,0,0,1932.090955,10,42,65,8
6699,2010,L,NU,,NU,1149.259,1,8,4,0,0,0,0,97,1,0,0,1
6700,2010,L,NZ,,I7,17.807,0,0.2279277,1.22792472,0,0,0,0,0.3947766,0,0,0,3.24705945
6701,2010,L,NZ,,NZ,3436.531,1,5.7720723,130.7720753,0,0,0,0,459.6052234,0,0,0,531.7529406
6702,2010,L,PF,,I9,2.809,0,0,0.18969924,0,0,0,0,1.21215366,0.2347826,0,0,0
6703,2010,L,PF,,PF,7747.644,22,418,435.8103008,0,0,0,0,3481.787846,259.7652174,0,127,80
6704,2010,L,PG,,PG,3570.559,0,2147,39,0,0,223.6967888,4.0634256,883,151,36,11,93
6705,2010,L,PH,,PH,678.75,0,484,59,0,0,387.2,47.2,0,48,14,10,26
6706,2010,L,PW,,PW,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,2010,L,SB,,I2,246.995,6.1091314,96.3990104,34.92915452,0,0,0,0,26.53080671,3.16332892,0.32937955,0.63697205,0.61987728
6708,2010,L,SB,,I3,50.999,0.90733032,5.10106443,2.5263667,0,0,0,0,11.97052758,0.78559416,0.05341283,0.03031138,0.30953164
6709,2010,L,SB,,I7,1473,23.78062496,21.5006484,39.53766908,0,0,0,0,1406.794843,3.32931009,1.49110999,0.48498208,11.0185038
6710,2010,L,SB,,I8,921.981,32.6521104,152.8513679,13.05606354,0,0,0,0,463.7492988,4.08348137,1.17508374,0.32043462,1.787951
6711,2010,L,SB,,I9,1,0,1.30156411,0.0263159,0,0,0,0,0.14622749,0.12891857,0,0,0
6712,2010,L,SB,,SB,11949.754,96.75132228,4140.53292,649.9977892,0,0.318138588,13.61493844,2.13732871,3972.13933,240.1576067,28.96314046,7.74802193,51.82288894
6713,2010,L,SB,,VU,3561.927,75.79948064,741.3134252,65.92664104,0,0,0,0,1859.668966,25.35175466,4.9878738,1.77927805,8.44124734
6714,2010,L,SN,,I5,0,0,0,0,0,0,0,0,0,0,0,0,0
6715,2010,L,TO,,TO,436.071,0,47,24,0,0,0,0,57,6,2,4,26
6716,2010,L,TW,DW,GL,138,0,42.496,98.884,0,0,0,0,8.464,9.732,2.633,0.314,6.248
6717,2010,L,TW,DW,H4,47,0,13.973,23.512,0,0,0,0,3.073,2.142,0.386,0.108,1.437
6718,2010,L,TW,DW,H5,69,0,21.388,50.547,0,0,0,0,3.306,1.552,0.219,0.152,3.068
6719,2010,L,TW,DW,I2,5,0,0.882,0.342,0,0,0,0,0.061,0,0.491,0,0
6720,2010,L,TW,DW,I4,9758.539,47.8165,1600.6975,3594.69904,0,0,0,0,0,601.5874937,22.3299997,115.7215012,636.3205134
6721,2010,L,TW,DW,I5,9758.539,47.8165,1600.6975,3594.69904,0,0,0,0,0,601.5874937,22.3299997,115.7215012,636.3205134
6722,2010,L,TW,DW,I6,1527.818,0,0,0,0,0,0,0,3443.183585,0,0,0,0
6723,2010,L,TW,DW,I7,459.337,0,0,0,0,0,0,0,4208.335493,0,0,0,0
6724,2010,L,TW,DW,I8,6,0.25,0.788,0.299,0,0,0,0,4.861,0.105,0,0,0
6725,2010,L,TW,DW,LN,889,4.041,120.879,452.669,0,0,0,0,28.211,21.805,1.196,5.16,40.07
6726,2010,L,TW,DW,PG,45,0,22.261,1.566,0,0,0,0,4.205,2.27,0.15,0,0.11
6727,2010,L,TW,DW,PX,307,0.29,84.854,132.917,0,0,0,0,12.15,23.657,2.634,1.43,13.01
6728,2010,L,TW,DW,SB,87,3.743,26.075,3.111,0,0,0,0,42.344,2.72,0,0,0.265
6729,2010,L,TW,DW,TV,85,0,30.786,45.718,0,0,0,0,11.856,1.383,8.631,0.283,1.933
6730,2010,L,TW,DW,VU,27,0.043,3.223,1.037,0,0,0,0,12.95,0.459,0,0.11,0.218
6731,2010,L,TW,OD,I6,2856.75,0,3008.4,151.2,0,0,0,0,268.5,994.2,101.4,56.4,693.9
6732,2010,L,TW,OD,PH,1755.333,0,2005.6,100.8,0,0,0,0,0,662.8,67.6,37.6,462.6
6733,2010,L,TW,OD,TW,4612.083,0,5014,252,0,0,0,0,268.5,1657,169,94,1156.5
6734,2010,L,TW,OS,CK,213,0.3,24.387,19.821,0,0,0,0,192.538,7.519,0,1.315,0.875
6735,2010,L,TW,OS,FJ,10,0,0.375,0.29,0,0,0.270426659,0.20912995,2.921,0,0,0,0.045
6736,2010,L,TW,OS,FM,2886,0.041,325.776,388.641,0,0,0,0,1.387,375.459,49.703,0.866,81.033
6737,2010,L,TW,OS,I1,27901.46,102.0124,4504.19264,1616.942576,0,0,0,0,0,1193.241715,73.60780224,128.8189013,251.7494033
6738,2010,L,TW,OS,I2,414,0,44.991,50.533,0,0,0,0,10869.57612,27.942,0.431,0.117,6.672
6739,2010,L,TW,OS,I3,11957.768,43.7196,1930.368274,692.9753899,0,0,0,0,0,511.3893066,31.54620096,55.20810057,107.8926014
6740,2010,L,TW,OS,I5,15,0,0.335,1.352,0,0,0,0,23.56,0.483,0,0,0
6741,2010,L,TW,OS,I7,89,0,3.726,2.801,0,0,0,0,127.316,0.48,0,0.96,0.75
6742,2010,L,TW,OS,I8,32,0,4.599,0.43,0,0,0,0,25.361,0.487,0.1,0,0.12
6743,2010,L,TW,OS,I9,62,0,2.667,2.425,0,0,0,0,38.064,4.01,0,0.135,0.24
6744,2010,L,TW,OS,ID,320,0,70.987,25.699,0,0,0,0,0,0.133,0,0,0.2
6745,2010,L,TW,OS,MH,81,0,9.595,33.02,0,0,0,0,0.71,3.205,0,0,0.35
6746,2010,L,TW,OS,PH,1,0,0.06,0.14,0,0,0,0,0,0,0,0,0
6747,2010,L,TW,OS,PW,6447,0,1413.977,480.258,0,0,0,0,0.88,13.534,0.288,0.12,6.426
6748,2010,L,TW,OS,PX,2,0,0.092,0.584,0,0,0,0,0,0.488,0,0,0.02
6749,2010,L,TW,OS,SB,614,0.391,120.692,19.427,0,0.003582389,1.105794635,0.177992513,338.482,39.14,3.695,0.23,6.556
6750,2010,L,TW,OS,VU,732,1.536,171.18,34.661,0,0.028042197,3.125171378,0.632793347,496.205,11.489,0.629,3.23,5.071
6751,2010,L,US,AS,AS,3893,95.3437442,298.2569943,212.563588,0,0,0,0,2837.776484,39.7920039,0,7.18615448,13.52903398
6752,2010,L,US,AS,CK,976.097,22.79890738,137.0402135,236.557328,0,0,0,0,971.0026967,10.87812935,0,0.62473616,7.86025878
6753,2010,L,US,AS,H4,1.368,0.01445334,0.27175742,1.61302679,0,0,0,0,0.02974048,0,0,0,0
6754,2010,L,US,AS,H5,140,2.86686702,36.53391929,34.16087311,0,0,0,0,147.5878874,3.9626147,0,0.16547064,0.48918892
6755,2010,L,US,AS,I7,10.088,0.01445334,0.22929621,0.6191718,0,0,0,0,2.99802328,0.11664565,0,0.02363864,0.12151832
6756,2010,L,US,AS,I9,34,0.9615735,0.66781924,1.48601232,0,0,0,0,16.6051676,0.2506064,0,0,0
6757,2010,L,US,HW,HW,3032.263,25.90980258,134.9533693,802.3136598,0,0,0,0,63.77409612,50.94394998,0,39.61164624,355.595568
6758,2010,L,US,HW,I4,13.621,0.0104367,0.1562946,4.14774612,0,0,0,0,0.0837864,1.35530528,0,0,0.05444875
6759,2010,L,US,HW,I5,3417.212,38.94663396,190.520119,1206.381917,0,0,0,0,106.3753236,128.6703684,0,42.00261548,54.04291181
6760,2010,L,US,HW,I6,4645.046,41.3252223,107.7849511,1397.734605,0,0,0,0,141.4906931,44.24708694,0,39.66840476,597.2220109
6761,2010,L,US,HW,JT,133.51,3.20728398,6.66951978,36.20367548,0,0,0,0,12.25541664,5.99879476,0,1.8943294,2.48633759
6762,2010,L,US,HW,PY,222.926,4.60062048,21.91575078,130.2183957,0,0,0,0,0.0206874,6.78449464,0,0.82300412,3.59873315
6763,2010,L,VN,,VN,14947.5,0,9513,2441,0,0,0,0,4,230,179,0,820
6764,2010,L,VU,,CK,1401.69,2.28779896,235.766768,119.0365644,0,0,0,0,1378.287521,22.89396192,9.90923584,0.40077297,2.45310201
6765,2010,L,VU,,FJ,2.07,0,0,0,0,0,0,0,0.7929544,0,0,0,0.04957686
6766,2010,L,VU,,GL,64.239,0,4.25599872,28.7986558,0,0,0,0,19.4939014,1.95597087,0,0.71738311,1.9444374
6767,2010,L,VU,,H4,19.936,0,3.20144538,6.2270504,0,0,0,0,2.12279952,1.56420718,0,0.40678383,1.096659
6768,2010,L,VU,,H5,133.291,0,16.33169835,42.2356856,0,0,0,0,62.12797724,6.93790896,0.02880304,0.58112035,4.86158679
6769,2010,L,VU,,I2,30.871,0,10.51442433,9.9244414,0,0,0,0,1.02504504,4.0845819,0,0,0.57014361
6770,2010,L,VU,,I3,8.303,0,0.29336238,0.4584324,0,0,0,0,5.186475,0.1346978,0,0.06712957,0.07436772
6771,2010,L,VU,,I4,326.82,0,31.09323846,176.206426,0,0,0,0,61.5046782,22.82661302,0.21026264,2.16216826,12.04439949
6772,2010,L,VU,,I5,2545.693,0,183.5368931,886.1781336,0,0,0,0,1796.609824,41.17498264,31.0315292,14.61216826,98.21336832
6773,2010,L,VU,,I6,1093.575,0,7.85526084,95.48718,0,0,0,0,2287.22283,0.39650562,0.15745688,9.10455054,17.15883264
6774,2010,L,VU,,I7,3630.866,0,80.14945302,126.4375676,0,0,0,0,6469.475219,6.64100463,2.14007248,37.20672374,34.6706568
6775,2010,L,VU,,I8,39.668,0.09728416,3.72594261,0.3551852,0,0,0,0,24.11108256,0.31113358,0.19682152,0.04007738,0.14873301
6776,2010,L,VU,,I9,392.805,0.7669234,22.90572186,12.7607318,0,0,0,0,323.0328941,11.2264371,4.69106904,0.62019592,1.24935777
6777,2010,L,VU,,LN,796.265,0,135.5652235,453.8720338,0,0,0,0,344.2292765,17.82285617,4.03051768,9.24381956,56.77337547
6778,2010,L,VU,,MA,4.145,0,0.01666725,0,0,0,0,0,0.97512316,0,0,0,0
6779,2010,L,VU,,PX,224.21,0,56.62700535,85.9726374,0,0,0,0,34.3664066,24.14418967,0.41188448,1.80548074,7.99291152
6780,2010,L,VU,,SB,32.458,0,4.26044019,1.0903168,0,0,0,0,17.9330194,0.89640815,0,0,0.17847864
6781,2010,L,VU,,TV,2.093,0,0.38670837,0.7578534,0,0,0,0,0.60354104,0.21627595,0,0,0
6782,2010,L,VU,,VU,886.508,0.84799352,142.5137296,14.2010838,0,0.003629238,0.609929433,0.060777716,342.8992997,9.77226484,3.19234664,6.03162743,3.52001538
6783,2010,L,WS,,WS,5720.416,67,386,108,0,0,0,0,2529,6,15,16,7
6784,2010,O,AU,,AU,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,2010,O,ID,,ID,0,79842,17634,490,0,61950.36998,13682.43311,380.196905,0,0,0,0,0
6786,2010,O,JP,,JP,0,853,546,86,0,0,0,0,79,132,0,124,350
6787,2010,O,KI,,GL,0,8438,4529,0,0,0,0,0,0,0,0,0,0
6788,2010,O,NU,,NU,0,0,0,0,0,0,0,0,0,0,0,0,0
6789,2010,O,NZ,,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
6790,2010,O,PF,PM,PF,0,628,503,0,0,0,0,0,190,251,0,0,0
6791,2010,O,PH,,PH,0,2167,1500,365,0,2167,1500,365,0,0,0,0,0
6792,2010,P,ID,,ID,0,134697,15482,4645,0,105279.6638,12100.78736,3630.548849,0,0,0,0,0
6793,2010,P,JP,CS,JP,0,7632,1693,124,0,0,0,0,135,0,0,0,0
6794,2010,P,JP,DW,FM,0,2819.400381,4.29999258,0.09999,0,0,0,0,0,0,0,0,0
6795,2010,P,JP,DW,GL,0,13.99971175,0,0,0,0,0,0,0,0,0,0,0
6796,2010,P,JP,DW,H4,0,19.8964016,1.00644606,0,0,0,0,0,0,0,0,0,0
6797,2010,P,JP,DW,I1,0,12.56636005,0,0,0,0,0,0,0,0,0,0,0
6798,2010,P,JP,DW,I2,0,3269.542793,10.16522304,2.80674,0,0,0,0,0,0,0,0,0
6799,2010,P,JP,DW,I3,0,1722.052219,9.46069068,9.522855,0,0,0,0,0,0,0,0,0
6800,2010,P,JP,DW,I4,0,4319.004782,10.26584178,0.4009725,0,0,0,0,0,0,0,0,0
6801,2010,P,JP,DW,I6,0,63507.53871,2837.401794,2237.169443,0,0,0,0,19426,0,0,0,0
6802,2010,P,JP,DW,MH,0,4733.400271,1.40001162,0,0,0,0,0,0,0,0,0,0
6803,2010,P,JP,DW,PX,0,17.59998235,0,0,0,0,0,0,0,0,0,0,0
6804,2010,P,KI,,GL,0,142,10,8,0,0,0,0,0,0,0,0,0
6805,2010,P,NZ,,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0
6806,2010,P,PF,,PF,0,503,53,0,0,0,0,0,14,5,0,0,0
6807,2010,P,US,HW,HW,0,0,0,0,0,0,0,0,0,0,0,0,0
6808,2010,R,PH,,PH,0,26417,5363,218,0,21133.6,4290.4,174.4,0,60,60,0,0
6809,2010,R,TW,,TW,0,2939,0,0,0,0,0,0,0,0,0,0,0
6810,2010,S,CN,,FM,404.702,3970.352,1652.314,203.261,0,0,0,0,0,1.3005534,1.0837945,0,0
6811,2010,S,CN,,GL,45.529,665.953,105.032,8.099,0,0,0,0,0,0.20228844,0.1685737,0,0
6812,2010,S,CN,,H4,12.647,226.941,9.648,0,0,0,0,0,0,0.0680262,0.0566885,0,0
6813,2010,S,CN,,I2,1.265,0,0,0,0,0,0,0,0,0,0,0,0
6814,2010,S,CN,,NR,118.881,696.824,219.273,36.149,0,0,0,0,0,0.15323796,0.1276983,0,0
6815,2010,S,CN,,PG,2036.157,28777.009,10431.392,1152.837,8.852803405,0,0,0,0,8.73348948,7.2779079,0,0
6816,2010,S,CN,,SB,164.41,4031.936,1270.111,257.915,0,0,0,0,0,1.54240452,1.2853371,0,0
6817,2010,S,EC,,GL,13.02,272.0566153,49.95333798,44.71945296,0,0,0,0,0,0.31729362,0.04532766,0,0
6818,2010,S,EC,,H5,1.001,0,0,0,0,0,0,0,0,0,0,0,0
6819,2010,S,EC,,I5,53.084,798.6178372,365.1761791,326.9146693,0,0,0,0,0,0.93141034,0.13305862,0,0
6820,2010,S,EC,,LN,197.31,4200.522388,1577.836697,1412.518098,0,0,0,0,0,4.89897646,0.69985378,0,0
6821,2010,S,EC,,PX,50.078,493.850562,783.7507628,701.6328995,0,0,0,0,0,0.575967,0.082281,0,0
6822,2010,S,EC,,TV,4.007,236.9525379,29.2829951,26.2148552,0,0,0,0,0,0.27635251,0.03947893,0,0
6823,2010,S,EP,,I5,28.36,367,37,305,0,0,0,0,0,0,0,0,0
6824,2010,S,ES,,GL,49.377,1413.096983,390.2946267,337.5389942,0,0,0,0,0,1.4899014,0.29798028,0,0
6825,2010,S,ES,,H4,9.144,266.5172954,69.695459,60.2748117,0,0,0,0,0,0.281003,0.0562006,0,0
6826,2010,S,ES,,H5,74.038,1944.280768,678.833872,587.0767536,0,0,0,0,0,2.049956,0.4099912,0,0
6827,2010,S,ES,,I2,4.036,0,0,0,0,0,0,0,0,0,0,0,0
